笔记标题,笔记链接,用户ID,用户头像,用户名,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记内容
失传700年 |一支竹子一万起 | 非遗人的初心,https://www.xiaohongshu.com/explore/665f372900000000150091e6?xsec_token=ABg90ZvihW9so3v5iOrtX-W9-qBCiF9MHLqY0uvMkq6fE=&xsec_source=pc_feed,5587de89b7ba227409369f6c,https://sns-avatar-qc.xhscdn.com/avatar/62894fd51d86e8539f956da4.jpg?imageView2/2/w/80/format/jpg,mailmesoon,,编辑于 2024-06-,2,3,5,[种草R]预测下，💰多多的拱墅区祥符街道重金打造的“吉祥里”将会是下一个“小河直街”。	[种草R]【山外事】是众多茶馆🍵里的特别存在，主营武夷山岩茶和红茶。茶馆主理人之一朱老师是布衣八音非遗传承人，他也在推广失传700多年的尺八。	[种草R]全国精通尺八🉐人，估计也只有200余人。	[种草R]尺八的命名源于乐器🎷尺八的长度：一尺八寸。当然尺八的尺寸在1尺六-1尺八这个区间，每增加1寸，会改变半个音节。	[种草R]不同于普通乐器🎷的观赏性，尺八和古琴一样多是演奏给自己听👂的。	[种草R]尺八盛行于隋唐，南宋时日本僧人心地觉心东渡，师从慧开法师。	[种草R]心地觉心向同在杭州黄龙洞护国仁王禅寺🉐同门师兄张参学得尺八🉐《虚铎》曲目，后回日本开创了普化宗。	[种草R]尺八在元代以后，逐渐没落，而在日本却落地生根、开花结果。日本普化宗，小乘宗都是用尺八作为修炼的禅器。	[种草R]杭州黄龙地铁口B口，有块碑，上面写着护国仁王寺遗址，背面有“尺八主庭”字样，就是杭州是尺八发源地的意思。	[种草R]朱老师吹萧时，那是平和婉转的声音。而尺八空灵悠扬，声音更加粗犷，表现力更加丰富。朱老师在传承布依八音🉐同时，也在推广尺八文化。	[种草R]茶🍵室另一位主理人黄老师，来自武夷山，深谙🍵茶叶文化。整个茶🍵🈳间，即能闻👃茶香，又能沉浸式体验失传的管乐，💗心生欢喜，乐哉！	#刻在基因里的松弛感 #乐器演奏分享 #非遗文化 #茶馆 #非遗传承 #茶 #茶馆 #新中式茶馆 #爱茶爱生活 #每日一茶
游一次杭城，你值得拥有‼️,https://www.xiaohongshu.com/explore/67f63235000000000b01c282?xsec_token=ABNf70emR75Qj4_k0_QP2fJRgqj_R-UVL51tAceqS6mkk=&xsec_source=pc_feed,5f957f340000000001009c6c,https://sns-avatar-qc.xhscdn.com/avatar/5fc3a1c57421d200017caa3b.jpg?imageView2/2/w/80/format/jpg,九月中旬,浙江,04-09,0,1,1,杭州打卡机位！就在绿城吉祥里！
天气不错 绿城吉祥里,https://www.xiaohongshu.com/explore/67fb68340000000009014602?xsec_token=ABvQXF_TQKWEZTGk4X_GSSOHDsuM3oUV8qyxf3UN9HbWQ=&xsec_source=pc_feed,5d7e42350000000001009453,https://sns-avatar-qc.xhscdn.com/avatar/5d7e42350000000001009453.jpg?imageView2/2/w/80/format/jpg,Jeremy,浙江,04-13,1,0,1,周末人也不多 走走挺舒服#城市中的桃花源 #城市中的诗意生活 #门口也有好风景
杭州免费看展丨又一美物空间🕋,https://www.xiaohongshu.com/explore/665c6136000000001401a848?xsec_token=ABb53j5ftj9Fv5d6XcekXZnokPz3KHhx-0x47BtkP1qJk=&xsec_source=pc_feed,5e22ab800000000001001b4e,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315o7v1900k005nh2le0086qeprdfcf0?imageView2/2/w/80/format/jpg,Kate和YoYo,,2024-06-,14,88,117,藏在吉祥里的墨绿色绝美复古空间🪟分上下二层器物之美，让艺术诞生于日常🎨又是被器物治愈的一天#设计落地 #建筑空间摄影 #生活美学 #建筑设计 #拍照好去处
绿城吉祥里,https://www.xiaohongshu.com/explore/674be766000000000202b1ac?xsec_token=ABrFKj1fIgEWCKeh94edDsP-NrDb61hGxETx3zhw5it6k=&xsec_source=pc_feed,5e9974740000000001008912,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3128jvd1g52d05nkpehq0928iscnibsg?imageView2/2/w/80/format/jpg,发现爱,,2024-12-,0,0,0,杭州绿城吉祥里‌是杭州拱墅区的新晋文旅高地和打卡圣地，位于祥符桥传统风貌街区，占地170亩。这#杭州绿城吉祥里 里以祥符市井文化、花木文化和茶道文化为特色，引入了美术馆、餐饮和滑板运动品牌等新业态，融合了传统与现代、历史与未来的新地标，无论是白天还是夜晚都值得一游。我是发现爱，感谢❤⭐#我的景点攻略 #我的旅行攻略 #找座小城慢慢游 #景点故事会 #杭州绿城吉祥里
桥还可以这么做？,https://www.xiaohongshu.com/explore/66964bb8000000000a025c1f?xsec_token=ABoav2yEM_cE-nO0c-BKeo9vZeom8z646stxRDjeLOekE=&xsec_source=pc_feed,5c0a9babf7e8b95f7973f1d7,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319veuq23na5g4butf2dqnsenop0mqv0?imageView2/2/w/80/format/jpg,宝妈建筑设计师,,2024-07-,10,0,16,浙江杭州拱墅区的祥符里，goa建筑师设计的两座桥还蛮有意思#桥梁设计 #建筑设计 #现代桥
起猛了❗❗在吉祥里看到了徽州非遗瞻淇鱼灯,https://www.xiaohongshu.com/explore/6770eb2a000000000b0162fb?xsec_token=ABE8r7raCOiB0LziIZu28qnRToAcvtW61df6L-pfi-QTg=&xsec_source=pc_feed,5fc07027000000000101d608,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31aac2jlkna0g5nu0e0jgblg8ihmomco?imageView2/2/w/80/format/jpg,范侃侃 影像科学,,编辑于 2024-12-,6,15,71,两条2条4米长的瞻淇鱼灯巡游整个社区10余条小鱼尾随其后周围人山人海热闹非凡📍杭州.吉祥里📆2024.12.29✨我是一名行走的咛游摄影师 关注我，可以看到更多杭州美景﻿#我镜头下的年味儿﻿ ﻿#我的城市换上新年﻿ ﻿#用影像定格烟火人间﻿ ﻿#杭州拍照﻿ ﻿#杭州周末去哪儿﻿ ﻿#城市摄影﻿ ﻿#跨年拍照﻿ ﻿#开始期待跨年了﻿ ﻿#瞻淇鱼灯﻿ ﻿#吉祥里﻿﻿﻿﻿@杭州吉祥里﻿ ﻿@瞻淇鱼灯﻿ ﻿@薯队长﻿ ﻿@日常薯﻿ ﻿@城市情报官﻿﻿
我简直要爱上杭州了,https://www.xiaohongshu.com/explore/67d68274000000001d0218a9?xsec_token=ABkzOsK42fRgDzCmFfP95ttFR1QFn9Qld_ssGtmtu2lkY=&xsec_source=pc_feed,616fdd540000000002018a5c,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t8uf8co3u005obfrla0j2is73usr58?imageView2/2/w/80/format/jpg,墨什么花,,03-,2,0,9,也太太太太太太好拍了！！！！太美了！！！！！还要再去无数次！！！！！	人有点懒，其实是年后不久去的，才整理出来住的地方是西湖边上的全季，出门就有公交站，入眼都是风景，图片一张都舍不得删，所以全放上了🍤没做攻略直接瞎玩，去的地址是杭州博物馆⚠️博物馆在山上，要爬一个楼梯博物馆分南北馆（图8），连在一起，里面也是楼梯相连的里面超级无敌多漂亮的文物（图9至12）还有很多可买的周边，克制下我只挑了几个（图13），但是是今天再看也很美的存在！最最重要的是，杭州还有盗墓笔记大ip（图14），按照地址去可以打卡书店，图15里的有些周边就是在书店里拍的。吃饭的话……不吃杭州本地菜还是有很多美食的（如图17这家店）18是萌妹子们会喜欢的中古店，杭州有一条街走几步路就一家。总之，杭州你就去吧，超好逛！超好买！无敌美的！	#生活 #上有天堂下有苏杭 #正是江南好风景 #杭州 #西湖美景如画 #喜欢一切美好的事物 #周末出游
起猛了！这竟是隈研吾为 HZ 打造的 fo 学院？,https://www.xiaohongshu.com/explore/67e7945e000000000e007a2d?xsec_token=ABBPbmKvls5ZliNP-3Wjx1mD1sPvBnzG0q-6Ga-eaQin8=&xsec_source=pc_feed,5ec8b6b00000000001007991,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31g106vn400005nm8mqo08uchkr69r68?imageView2/2/w/80/format/jpg,钛戈尔,浙江,03-29,5,1,7,#记录我的城市 #现代主义建筑大师 #发现建筑之美潮音禅院@钱塘江建成后将是杭州的国际 fo 学交流中心，三座主体建筑分别代表 fo，fa，僧！📍潮音禅院地铁 1 号线下沙西站。自驾停车可选择“钱塘区生态公园”附近。#建筑学日常 #未来感建筑 #杭州 #隈研吾 #城市代表性建筑 #工业风建筑 #建筑艺术
保利时光里-杭州最强非标商业项目,https://www.xiaohongshu.com/explore/666570ad000000000e033428?xsec_token=ABmloyIJWG3qPgrHerT648Z32vQbyLlky8CZ1i2JCDDfc=&xsec_source=pc_feed,5e51ccdb000000000100574e,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sunbq1fk66g5nihpjdg8lqeftfimho?imageView2/2/w/80/format/jpg,小云山,,2024-06-,80,17,101,标题党一下，至少是我自认为的[笑哭R]杭州几个做得好的非标准商业项目，万科良渚玉鸟集，万科天空之城小藤街绿城吉祥里(还没去过)保利时光里。非标商业项目的定位应该是：为附近3-5公里的居民提供购物中心一样的商业消费体验，避免5-10公里的客流集中奔向某个商业综合体。但又不同于传统写字楼或者小区底层沿街商业。尽管大部分非标商业项目都是为了某个大楼盘提供商业价值继而带动楼盘价值。但做的成功的真的不多。非标商业项目要注意的，连廊的连贯性，为下雨天客流在屋檐下的动线的完整性。相比较传统购物中心，开放式街区要扩大自己的空间优势，打造更丰富多变的空间感受和更加接近自然的室外体验。在天然劣势上，必须要有额外条件加成才能给非标商业项目更大的成功概率，比如项目附近的高客质小区，字楼，公寓，地铁口联通带来巨大客流。保利时光里应该把非标项目需要的条件都具备了，并且扩大了自己的优势，还有额外加成。除了天然零售品牌的劣势外，餐饮品牌和体验业态非常好非常好非常好。
杭州9个地名打卡攻略‼️朋友圈都问疯了,https://www.xiaohongshu.com/explore/66eaccb2000000001e018b77?xsec_token=ABs-cZqvCLYMg7loaNxrnmvRiUqm1zULVHi-G5BDS2NsE=&xsec_source=pc_feed,60bc40470000000001002010,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310rd5ktrme005o5s813g880g67gqbv8?imageView2/2/w/80/format/jpg,白日梦想家,,2024-09-,555,54,756,来杭州旅行不要光拍西湖了，下面这9个“杭州”机位，朋友圈都问爆了	✅057壹号码头✅桥西直街财神庙✅粮仓艺术公园✅丝联166✅绿城吉祥里✅运河天地✅武林夜市✅白蓝地✅小河直街	#杭州周末去哪儿 #杭州打卡 #杭州拍照 #杭州地标 #杭州旅游 #杭州旅行攻略 #时尚打卡地 #拍照打卡 #浪漫生话的记录者 #杭州网红打卡地
五一长假那里玩？祥符老街转一圈,https://www.xiaohongshu.com/explore/6632502b000000001e0392ef?xsec_token=AByGJcuJlaHqIylUO8ePAgOmr9Bf4S3KRzqY6Hb8ikYBA=&xsec_source=pc_feed,5eba9e8c0000000001004d45,https://sns-avatar-qc.xhscdn.com/avatar/6269df25b9fa318efc33c27e.jpg?imageView2/2/w/80/format/jpg,自驾无疆,,2024-05-,1,3,7,#五一长假哪里玩  #吉祥里  #杭州旅行 #尼康Z70-200f2.8
吉祥里，超适合放空自己的宝藏街区,https://www.xiaohongshu.com/explore/676510a3000000000b00d14d?xsec_token=AB8s5RoX0lUjUwIz52h3I_5mujRjE__KNQ7NEqgE0f2-g=&xsec_source=pc_feed,6411d62400000000110202c4,https://sns-avatar-qc.xhscdn.com/avatar/645ceffad770bfdfbcd646c8.jpg?imageView2/2/w/80/format/jpg,天上京,浙江,编辑于 03-31,6,3,9,照片是去年冬天拍的，不知不觉在草稿箱里放得快跨年了。类似吉祥里这样的街区杭州还有不少，给它们一些时间长成文化地标，何尝不是一种文艺复兴呢？#假日citywalk #笔记灵感 #吉祥里 #城市探寻计划 #城市小众打卡地 #发现城市新角落#城市达人计划
祥福里｜科肯金属横瓦屋面施工中,https://www.xiaohongshu.com/explore/66d08237000000001d017d9e?xsec_token=ABPljqz0gQxrDwzMjMsLg6v7UPBMZbs38sr5heLYGqc7Q=&xsec_source=pc_feed,5ec295a30000000001001fca,https://sns-avatar-qc.xhscdn.com/avatar/64b65ead26f03fa4674766ea.jpg?imageView2/2/w/80/format/jpg,KeKenqiu,,2024-08-,0,0,4,项目位于杭州市祥符单元内，距离西湖核心风景区约9km，总建筑面积约 37449.4 平方米。项目南侧的 2 号楼和 3 号楼地上地下局部建设在全国重点文物保护单位大运河 -- 祥符桥的二类建设控制地带范围内。项目建筑设计以宋代建筑的传统风貌为基调，提取文化符号。以现代的建筑材料表达传统意蕴，形成特色首席商业街区。该项目“科肯平葺金属瓦“铺装正如火如荼地进行中，屋面干净利落。期待整体完工后的最终效果。项目名称：祥福里建筑设计：浙江当代建筑设计研究院有限公司屋面面积：12000平米屋面材料：科肯平葺金属瓦项目地址：浙江省杭州市拱墅区祥符单元	#金属屋面系统 #金属瓦 #金属屋面 #横向金属瓦 #建筑设计 #商业街设计
祥符老街citywalk，杭州唯一的明代石梁桥,https://www.xiaohongshu.com/explore/66fea0e1000000002c02a120?xsec_token=AB4YNNlgEgjJfa8S4sCm55kQSaRgpUwLMnwym_7YukhU4=&xsec_source=pc_feed,613d8b2c000000000201fe01,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3184r5f9f46605o9thcm0jvg1s6oqg48?imageView2/2/w/80/format/jpg,水穷时有你,,编辑于 2024-10-,7,11,27,祥符竟是南宋的皇家花木基地，你知道“祥符老街”的来历么？“大中祥符”，是宋真宗赵恒的第三个年号，承“祥瑞符征”之意。公元1247年，五里塘河开（宦塘河），通江达海。作为大运河水系支流，运河两岸商贾云集，形成了祥符集镇。祥符的花木名冠江南，作为花道、粮道的集散地，一度是杭州的北门重镇，如今的祥符老街，不仅藏着清末民初的祥符茧行旧址、五十年代的祥符桥粮仓，还有被列入全国文保单位的祥符桥。祥符桥横跨在五里塘河上，五孔四墩，明石暗木，始建于南宋时期。现存桥通长28米，系明嘉靖二十二年（1543）重修。作为杭州现存唯一的明代石梁桥，桥面望柱头上雕饰覆莲及石狮，技法纯熟，形象生动。为了保护祥符桥，宦塘河上又修了平波桥、卧虹桥。如今的吉祥里历史风貌街区，烟火气与潮流风尚，古朴风霜与现代意匠，在这里完美交融。#人文景点分享 #我在街巷探非遗 #杭州周末去哪儿 #杭州遛娃好去处 #杭州citywalk #国保打卡 #杭州周末去哪玩 #杭州旅游 #杭州冷门景点 #历史古迹
吉祥里一周年倒计时9天,https://www.xiaohongshu.com/explore/66a9c501000000000600e6e4?xsec_token=AB6OmC6OUTI7Bq69y6RrlV4le4I0kTdupVCIrPX6-WavY=&xsec_source=pc_feed,63eb18ab00000000270373d1,https://sns-avatar-qc.xhscdn.com/avatar/643cf5a54ebc500001375ecc.jpg?imageView2/2/w/80/format/jpg,杭州吉祥里,,2024-07-,0,0,4,#吉祥里一周年倒计时9天8.9-8.18🔜东方美学生活节一周年｜听听他们怎么说📣——————绿城吉祥里｜#壹起吉祥很city
真不是AI‼️是杭州永福寺的现实版花鸟卷😭😭,https://www.xiaohongshu.com/explore/67cd75190000000029016968?xsec_token=AB0cwSctc6-VKwaWjOmtBKXM83yPuggYk-fOaAh5yCIMQ=&xsec_source=pc_feed,5de84aeb000000000100472a,https://sns-avatar-qc.xhscdn.com/avatar/60a5eb3b2a190938d12edc1c.jpg?imageView2/2/w/80/format/jpg,云去云来LYN,,03-,1979,417,6182,不是我说，设计这个东西的人是个天才吧‼️今天和朋友去永福寺踏青被这幅现实版的花鸟图卷整个吸引住了梅花在画卷中跃然而出，还吸引来了小鸟🐦这不就是现实版的花鸟卷，山河社稷图吗😭-📍：杭州·永福寺📸：2025.3.9（目前梅花盛花期）-#浪漫生活的记录者 #杭州旅游 #杭州拍照#中式美学 #江浙沪周边游#永福寺#春天就要上春山#我拍到的治愈画面 #治愈系风景#春景里的中式浪漫 @生活薯
杭州古荡瑜伽熊猫，春天换春装,https://www.xiaohongshu.com/explore/6804ca35000000000d016fd6?xsec_token=ABzPnZo9rZZt_9kvYE45eUjYCORWbZ5yfREJbSq770WeI=&xsec_source=pc_feed,5ecf677500000000010053d9,https://sns-avatar-qc.xhscdn.com/avatar/5ecf67c75ce8e000017ed848.jpg?imageView2/2/w/80/format/jpg,杭州有意思,浙江,5 天前,10,6,72,杭州古荡瑜伽熊猫，春天换春装，大红色很适合它啊，古荡地铁口C口出门就到，有空可以去合影。﻿#杭州拍照﻿
在杭州跟着“阿六头”走带烟火气的老街吧,https://www.xiaohongshu.com/explore/66fade52000000002c02c2b4?xsec_token=ABu65uBfHrQi-VDPb2JWEQSPhkweWV9mgfUOZmKjEgwnk=&xsec_source=pc_feed,6213a2d1000000001000ada8,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312t6qq1vlc505ogjkb8k1bd8u08phuo?imageView2/2/w/80/format/jpg,阅在杭州,,编辑于 2024-10-,1,9,5,拱墅区小河直街和祥符老街	跟着杭州电视台主持人安峰老师（阿六头说新闻）一起citywalk，地道的杭州人和杭州话让我们走过的新街老街都鲜活起来，一路上不断有粉丝上前与老师合影，安峰老师始终笑容绽放。[彩虹R]小河历史文化街区是杭州历史文化的活化石，南宋始至清代中晚期，各行各业店铺在小河地区扎下了根，民国时期小河直街进行改建，街巷和建筑风貌得以保存，现今已成为体验杭州传统文化和运河生活的好去处。安峰老师说：这里是有烟火气的。它不是纯粹的文化商业街，很多一楼是商铺，二楼是居所。	1、我在小河很想你之“考慧尔”喊你来拷会儿：小河喊您来约会啦！地道的杭州话。2、酱园：喜从天降之“酱醋油酒茶情系千家，酸甜苦辣咸香浮四季”。门口的对联是否很接地气？这家始于1860年的酱作老店，至今仍在那里传承。3、河埠头、临河井：据说当年对面酱园制酱用水就取自于临河井呢！河埠头河岸边的那一只只可爱小石鸭有何寓意？（看下面孵坊便知）4、孵坊遗址（现邈墨茶馆处）：民国时期，每年春天孵坊便开始忙碌，从甲方收取种蛋，孵化成百上千的小鸡、小鸭，从河埠头出发销往各地，远近闻名。5、小河驿国际昆曲会客厅：昆曲艺术家杨崑老师的个人工作室，是昆曲等传统文化的传播窗口，据说听一曲杨崑老师的唱腔便会通体舒坦，您不妨前往一试！6、姚宅（现簪花小院）：民国时期永达木行创始人姚金淼自行设计并建造。二层砖木结构住宅建筑，是传统住宅向近代城市住宅转型的代表。	[彩虹R]祥符老街也是拱墅区一条历史悠久的街道，它的名字来源于北宋宋真宗的年号，它是杭州北门的重镇和水陆交通的枢纽，老杭州们记忆中的那条老街还保留了茧行、粮仓、清末民居等历史建筑。2023年改造后取名“吉祥里”正式开街，改造不仅是对历史的尊重，也是对现代生活方式的融合。街区内始建于南宋、明代重建的“祥符桥”已被重点保护，近年另修建了一座新桥供人们通行，站在新桥对古桥，流水长长，是否有阅尽江南良辰之感慨！	运河  #Citywalk运河明珠  #Citywalk运河明珠读城活动 #杭州旅游 #周末去哪玩 #遛娃#逛街@Citywalk运河明珠#杭州电视台 #阿六头说新闻
偶遇杭州五福里建筑群，超有韵味！,https://www.xiaohongshu.com/explore/668ff69d000000000d00d257?xsec_token=ABFGnoy_XoehDZZrrBJ3RRKV7A_9WT53iqOOU6Kcw62r0=&xsec_source=pc_feed,5af6717ef7e8b971f6a67fca,https://sns-avatar-qc.xhscdn.com/avatar/625529ca4bd0fac438a0d89d.jpg?imageView2/2/w/80/format/jpg,Ayana,,编辑于 2024-07-,1,2,9,6.15去工人文化宫的路上发现有一片凌霄花开放，再看有个漂亮的书店➕餐厅@谢谢书香 ，接着才发现这里有个历史建筑群，叫五福里建筑群。曾经是民国时期的高档住宅区，出了龙翔桥地铁站没多远就能看到。确实地理位置很好。杭州传统石库门里弄建筑，中西风格结合，展现民国时期独特的建筑风格，青砖实砌的墙，红木格窗，各种生活物品堆在巷子里，有种生活的松弛感，充满了生活气息，绿化植被也很好看，硬骨凌霄，飘香藤，架子上还有葡萄。是个宝藏街区，很小一个但是值得去看。#日常生活里的快乐瞬间 #杭州五福里弄堂
探街 | 吉祥里一周年了，依然没什么可逛,https://www.xiaohongshu.com/explore/66c32b92000000001f03d6c1?xsec_token=ABj0tahy4sUj6TedLI_h_PUH6P9bs4QEbrYsxC-uaBuuw=&xsec_source=pc_feed,5f37be22000000000101ef22,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3104m92kd5u605npnnoh0brp2n1kpaa8?imageView2/2/w/80/format/jpg,Deep travel 杭州,,编辑于 2024-08-,0,2,3,路过吉祥里，进去吃了个晚饭没什么新店，感觉还有很多关门了碰巧赶上周年庆，也没什么人气说实话，定位有点尴尬除了吃饭，喝茶人气也一般总觉得缺乏停留的理由#假日citywalk #绿城吉祥里#100家探店计划
拍过照，就算来过了,https://www.xiaohongshu.com/explore/66f6d4bc000000002c02c129?xsec_token=ABfaAAFd5uhHobGSnVT26HpW85BijCzhc_55NylhbKJrY=&xsec_source=pc_feed,5b51e2ea11be10161b8f13c2,https://sns-avatar-qc.xhscdn.com/avatar/61ac5870b6a69752ac47cbeb.jpg?imageView2/2/w/80/format/jpg,服装定制2号,,2024-09-,0,0,4,绿城的吉祥里…真的人少[笑哭R]这个时候来杭州，还是长裤长裙吧…蚊或虫真的多…[笑哭R][笑哭R][笑哭R]…虽然不冷不热，但是短裤真的不敢穿出去[睡觉R][睡觉R][睡觉R]小河直街可以遛遛，水上巴士可以去武林码头坐到拱宸桥体验一下…明天游西湖[睡觉R][睡觉R][睡觉R]
吉祥里花朝节,https://www.xiaohongshu.com/explore/67f0be69000000001c035264?xsec_token=ABi-JBsyEg5uOzUmjrWMNNzoDICGZh8NsHg6UaiNt6TvM=&xsec_source=pc_feed,5fba36ff0000000001001674,https://sns-avatar-qc.xhscdn.com/avatar/f01d4d04-f2c0-37b4-a9c1-ce6f8a37ddac?imageView2/2/w/80/format/jpg,马华in杭州,浙江,04-05,0,3,3,人少好逛，还有巡游，快来。#来吉祥里逛花朝节
最近的杭州为何满城飘香,https://www.xiaohongshu.com/explore/680a04a1000000001c0284c5?xsec_token=ABhTvYXL1Twuh54Iqun_i5q2bJS-E3_aONRITlnmhJzWo=&xsec_source=pc_feed,63c5152500000000260064b5,https://sns-avatar-qc.xhscdn.com/avatar/63c515a05fae1e563597e854.jpg?imageView2/2/w/80/format/jpg,美丽浙江,浙江,1 天前,2,2,82,最近的杭州为何满城飘香，你闻到了吗？ （供稿：杭州综合频道）﻿#花开千万里﻿
散步,https://www.xiaohongshu.com/explore/67f29201000000001c02c266?xsec_token=ABJ0S15QuZA3iwBy-OM7qtunzTAujjfmJOsJ_JtCrEhx8=&xsec_source=pc_feed,5bb709bb18e5970001479838,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2hllgnoeiu06g4baear4rn61oiln4qf0?imageView2/2/w/80/format/jpg,立夏,浙江,04-06,1,0,2,吉祥里还是很适合散步的，古色古香的商场，却有让人安静的力量。晚风轻轻吹过脸颊的时候，就会暂时忘记生活的烦恼耶！河那边的亭子里有一位奶奶咿呀咿呀唱歌，一位爷爷在和声～真希望时间暂停，能不能放假久点啊～～～#夜晚的风景 #散步爱好者 #饭后走一走
杭州吉祥里 天台音乐会,https://www.xiaohongshu.com/explore/67b40e64000000000603ab7e?xsec_token=ABJ6gZHt8HRHXVE2Cst70cAOpC7UAwX5NoAN0sx3MMc-4=&xsec_source=pc_feed,5d180aa200000000120048d3,https://sns-avatar-qc.xhscdn.com/avatar/5fe08eeff3588a906482e9ba.jpg?imageView2/2/w/80/format/jpg,乐泓玩转杭州,,02-,0,0,2,吉祥里周末的活动可谓丰富多彩，看完了潮汕英歌舞。在几何书店的二楼，三位古装美女小姐姐天台音乐会正上演着，唱的都是耳熟能详的邓丽君的歌曲，听着音乐，摇曳身姿，甚是惬意。
瞻淇鱼灯｜旧岁迎新，所来都在吉祥里,https://www.xiaohongshu.com/explore/676fdcb500000000090147e1?xsec_token=ABXlVz1ee92BQJzZMq-Bb1d2FKCuraa2kdLSqolwAIUJw=&xsec_source=pc_feed,55842ced67bc652a6b7a865e,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gickvroj80040rb9kmer1iuai6onq8?imageView2/2/w/80/format/jpg,Vimi Young,,2024-12-,26,19,72,#鱼灯 #古韵新弄潮#杭州跨年#元宵奇妙游尽显人间烟火气 #千灯夜唱烟火人间#生活需要仪式感 #元宵奇妙游尽显人间烟火气#千灯夜唱烟火人间 #吉祥里 #瞻淇鱼灯	7:30 还有一场哦
在自己策展的屏风装置前打个卡🌸,https://www.xiaohongshu.com/explore/67d2c1340000000009038da4?xsec_token=ABJCX7w-GRyABB_TEpPplQskPgwZ0sNbuDMGUzw9v_U1o=&xsec_source=pc_feed,5f9d464a000000000100b4dd,https://sns-avatar-qc.xhscdn.com/avatar/5f9d464a000000000100b4dd.jpg?imageView2/2/w/80/format/jpg,妮可甜藥方,,03-,27,2,46,2025年春节申遗，中国传统文化又掀起了一波“纹样”新浪潮。这次和杭州宋韵文化地标“南宋德寿宫遗址博物馆”深度合作了一次新春艺术展陈项目。/以“屏风”开局，聚焦“纹样”之美，B.B.S@BBS创意工作室 企划了【喜纹乐见 . 屏行世界】东方美学系列艺术展首展。这也是我们团队推出的文旅IP“艺术年”全新企划项目。/我认为【喜纹乐见 . 屏行世界】是对传统文化的一个致敬，更是一种东方智慧与现代审美的激情碰撞。对于选择“屏风”+“纹样”作为此次展览美陈部分的创作背景，完全取决于团队本身对传统文化再创新的高度认同感。/希望今年可以创作更多以【新中式纹样】为题的作品，在已巳年里传递“喜巳连连”的美好生活！[耶R]#非遗里的中国年 #原创设计 #艺术展览 #传统文化 #纹样 #纹样设计 #设计图库 #屏风 #美陈 #新中式@艺术薯
地标杭州绿城吉祥里,https://www.xiaohongshu.com/explore/66be7351000000001e01cd86?xsec_token=ABslbWQEKKLW1vPmnaP-lYQOfbZucpLxuZ-R1Izfmm618=&xsec_source=pc_feed,5be6f131ff52660001543e76,https://sns-avatar-qc.xhscdn.com/avatar/63a707ae392ac7c3d2838b5d.jpg?imageView2/2/w/80/format/jpg,神奇滴NaNa,,2024-08-,0,0,2,"打卡“杭州”地标——绿城吉祥里，古色古香，环境优美，围绕宋韵生活、艺术潮流、户外自然等主题，持续开展国风运动会、花神集会、游园市集等活动，并在近日获评2023—2024年拱墅区文化创意街区，成为文旅消费的新兴聚集地。吉祥里是国内为数不多的由古建筑保护、旧街区改造和新商业开发组成的一个复合体，凝结着杭州的城市情结。在规划设计时，充分吸纳“水""元素，在河两岸铺出两条开放式的滨水商业街区。适合闲暇时逛吃逛吃拍照打卡☺️#杭州出片地标 #拍照打卡 #逛吃逛吃 #日常拍照 #日常打卡"
,https://www.xiaohongshu.com/explore/67dcd511000000000900f916?xsec_token=ABAEVK-6rCUnpg2TgVZOV1nMm8sL797Gvyy7m402ttPAU=&xsec_source=pc_feed,62dfe1b9000000001f006cc1,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ghg5ngpjo005omvs6snor6106v3it0?imageView2/2/w/80/format/jpg,【别院来信】,,03-,0,0,0,春天到啦！祥符桥吉祥里，花神活动22号正式开启
找到这个打卡点，被人笑话一辈子,https://www.xiaohongshu.com/explore/676ffdec000000000900e80c?xsec_token=ABXlVz1ee92BQJzZMq-Bb1d_Lfx1C_f2x9aH8C3bzHcEE=&xsec_source=pc_feed,642c39140000000010026460,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c98edut0k605p1c74a44p30n9uf4eo?imageView2/2/w/80/format/jpg,等等噔噔噔,,2024-12-,13,12,282,#哈哈哈就是我的出片方式 #为了拍照有多拼 #到此一游留下美好的回忆 #有一个地方只有我知道被吉祥里烟火骗去了，到了又说zf不让放，鱼灯规模也小小的，但是发现这个神级打卡点跟上海那个“操”有的一拼[哇R][哇R][哇R][哇R]
